study_time_min,practice_completion_rate,avg_quiz_score,quiz_attempts,hint_usage_rate,attendance_rate,days_since_last_activity,stress_index,prereq_mastery,device_reliability,mastery,gender,ses_index,first_gen
479.4,0.462,71.0,6,0.385,0.895,4.8,0.083,0.563,0.951,1,2,0.75,0
494.5,0.708,88.2,1,0.866,0.715,4.7,0.411,0.707,0.836,1,1,0.317,1
374.6,0.874,70.3,9,0.871,0.909,6.3,0.486,0.744,0.175,1,0,0.254,0
479.4,0.363,65.2,2,0.665,0.538,0.9,0.384,0.228,0.789,1,0,0.513,1
255.8,0.444,46.7,4,0.264,0.878,8.4,0.327,0.597,0.658,0,0,0.518,0
245.1,0.139,69.2,4,0.305,0.334,9.1,0.478,0.749,0.826,1,1,0.613,1
252.4,0.331,63.9,3,0.126,0.719,7.0,0.784,0.63,0.858,1,0,0.556,1
250.0,0.192,66.4,7,0.781,0.774,6.8,0.608,0.674,0.662,1,2,0.792,1
236.5,0.61,85.2,3,0.317,0.851,3.2,0.478,0.29,0.499,1,1,0.483,1
302.7,0.608,73.1,1,0.381,0.739,1.5,0.758,0.544,0.794,1,2,0.661,1
198.8,0.165,51.4,3,0.619,0.32,5.5,0.334,0.761,0.771,0,2,0.84,0
68.5,0.801,80.7,6,0.119,0.515,1.8,0.244,0.758,0.812,1,1,0.664,0
260.0,0.659,49.9,6,0.501,0.693,1.4,0.299,0.611,0.973,1,0,0.598,0
143.8,0.926,81.7,2,0.303,0.919,5.1,0.464,0.389,0.628,1,2,0.542,1
185.2,0.493,68.3,2,0.167,1.0,6.3,0.644,0.338,0.965,1,0,0.771,0
204.3,0.661,73.2,4,0.109,0.632,4.8,0.308,0.704,0.491,1,0,0.464,1
179.1,0.481,71.7,5,0.342,0.838,10.2,0.237,0.752,0.776,1,2,0.588,0
372.1,0.504,72.9,9,0.476,0.791,7.1,0.734,0.766,0.751,1,1,0.67,1
201.7,0.648,74.9,3,0.239,0.799,0.6,0.533,0.574,0.976,1,0,0.444,0
292.6,0.852,67.6,1,0.588,0.587,3.2,1.0,0.523,0.479,1,1,0.166,1
242.7,0.819,98.2,3,0.842,0.886,11.2,0.176,0.192,0.734,1,1,0.485,0
210.3,0.689,75.1,6,0.356,0.337,5.3,0.573,0.678,0.324,1,2,0.619,0
237.4,0.253,75.5,12,0.278,0.825,5.0,0.354,0.665,0.757,1,2,0.499,1
107.9,0.537,65.1,6,0.737,0.832,0.8,0.892,0.395,0.61,1,0,0.925,0
257.2,0.817,77.3,4,0.091,0.9,6.2,0.737,0.316,0.957,1,0,0.62,0
313.4,0.832,57.7,0,0.815,0.783,3.1,0.958,0.639,0.724,0,1,0.613,1
359.0,0.483,91.1,6,0.181,0.872,2.5,0.682,0.35,0.899,1,0,0.708,1
16.3,0.534,45.7,2,0.11,0.674,3.6,0.829,0.22,0.359,0,0,0.164,0
0.0,0.384,54.7,6,0.229,0.74,3.9,0.591,0.363,0.266,0,0,0.191,0
190.9,0.261,52.2,5,0.327,0.642,4.1,0.446,0.519,0.799,1,0,0.832,0
372.3,0.789,77.9,5,0.143,0.694,2.2,0.687,0.914,0.731,1,2,0.579,0
244.3,0.544,66.1,4,0.108,0.732,5.2,0.192,0.415,0.5,1,0,0.535,0
134.8,0.649,81.6,3,0.41,0.633,2.0,0.102,0.592,0.933,0,0,0.419,0
60.2,0.728,58.3,5,0.914,0.461,7.9,0.509,0.364,0.821,1,2,0.387,0
174.8,0.336,82.4,8,0.143,0.908,9.9,0.801,0.181,0.833,0,0,0.848,0
167.3,0.634,83.1,3,0.353,1.0,3.7,0.812,0.709,0.661,1,2,0.845,1
322.9,0.943,75.0,5,0.218,0.69,6.0,0.527,0.822,0.573,1,0,0.41,0
331.4,0.237,72.4,3,0.442,0.242,0.4,0.504,0.915,0.371,1,0,0.573,0
134.5,0.61,76.9,3,0.272,0.805,1.7,0.609,0.458,0.795,1,0,0.789,1
302.8,0.747,59.3,8,0.335,0.966,1.6,0.555,0.729,0.958,1,2,0.478,1
291.6,0.338,56.9,3,0.344,0.548,1.7,0.931,0.244,0.621,0,1,0.379,0
90.2,0.101,79.6,7,0.244,0.569,1.5,0.729,0.225,0.501,1,1,0.6,1
210.8,0.544,66.8,6,0.232,0.934,6.5,0.68,0.629,0.802,1,0,0.375,0
287.5,0.912,81.3,4,0.385,0.485,0.6,0.297,0.482,0.799,1,0,0.801,0
268.0,0.516,96.7,4,0.485,0.43,16.2,0.409,0.503,0.829,1,1,0.79,0
31.8,0.485,65.6,3,0.153,0.503,5.3,0.511,0.657,0.608,0,0,0.62,0
234.4,0.276,63.6,2,0.443,0.852,6.9,0.5,0.515,0.704,1,1,0.667,1
290.0,0.687,67.5,4,0.596,0.611,1.8,0.023,0.326,0.537,1,2,0.529,0
423.8,0.331,75.5,0,0.738,0.648,3.4,0.312,0.719,0.623,1,2,0.913,1
91.4,0.276,75.1,7,0.356,0.765,8.7,0.148,0.508,0.834,1,1,0.135,0
160.0,0.212,71.6,4,0.425,0.508,8.0,0.53,0.75,0.838,0,0,0.427,0
197.0,0.803,100.0,6,0.49,0.704,5.2,0.471,0.385,0.963,1,0,0.467,0
252.0,0.251,77.9,7,0.489,0.598,2.6,0.388,0.627,0.904,1,2,0.582,0
230.7,0.089,82.9,2,0.853,0.198,8.6,0.706,0.056,0.568,0,1,0.516,1
316.5,0.478,74.5,5,0.151,0.749,2.2,0.613,0.686,0.759,1,1,0.676,1
41.2,0.585,80.7,3,0.191,0.753,4.2,0.268,0.758,0.522,1,1,0.181,1
263.7,0.788,69.1,4,0.335,0.196,1.5,0.223,0.174,0.844,1,0,0.614,1
138.4,0.25,63.0,3,0.312,0.581,5.9,0.246,0.328,0.932,0,2,0.653,0
204.2,0.705,84.7,7,0.369,0.581,3.0,0.847,0.64,0.957,1,2,0.518,0
352.9,0.429,65.7,5,0.277,0.896,5.9,0.176,0.688,0.589,1,2,0.292,0
66.2,0.813,75.4,4,0.171,0.397,2.2,0.343,0.634,0.835,0,2,0.502,1
134.3,0.649,80.2,6,0.319,0.855,6.0,0.832,0.186,0.335,1,0,0.318,0
79.8,0.17,73.9,5,0.139,0.482,7.7,0.826,0.223,0.633,0,0,0.522,0
236.8,0.934,69.9,2,0.285,0.796,2.7,0.735,0.215,0.64,1,0,0.348,1
280.3,0.29,59.0,1,0.451,0.656,6.8,0.918,0.866,0.671,1,2,0.228,0
238.7,0.833,86.9,2,0.289,0.984,4.2,0.413,0.406,0.889,1,1,0.554,0
237.2,0.555,70.2,7,0.293,0.905,6.1,0.246,0.825,0.923,1,1,0.734,0
366.1,0.665,71.3,4,0.252,0.459,6.5,0.09,0.188,0.771,1,2,0.594,0
201.4,0.328,70.5,2,0.854,0.914,2.8,0.588,0.845,0.609,1,1,0.205,0
255.2,0.775,70.5,0,0.387,0.223,8.9,0.656,0.182,0.563,0,2,0.236,1
298.7,0.663,86.2,4,0.544,0.812,4.1,0.296,0.769,0.754,1,2,0.492,1
0.0,0.346,71.0,7,0.134,0.763,6.7,0.151,0.35,0.956,1,0,0.601,0
156.6,0.517,85.8,1,0.18,0.745,1.9,0.401,0.67,0.6,1,1,0.181,1
131.4,0.702,71.5,0,0.932,0.374,6.0,0.783,0.578,0.558,0,2,0.672,1
73.8,0.604,71.7,4,0.288,0.456,3.9,0.549,0.237,0.526,0,2,0.231,1
382.2,0.249,69.4,5,0.387,0.948,4.9,0.314,0.263,0.883,1,0,0.421,1
123.8,0.123,95.8,0,0.083,0.738,7.2,0.345,0.481,0.608,1,0,0.193,1
373.2,0.389,61.6,2,0.589,0.491,14.8,0.512,0.552,0.731,1,1,0.128,0
65.2,0.469,68.4,6,0.285,0.694,4.6,0.419,0.669,0.63,0,2,0.503,0
45.8,0.03,68.1,5,0.295,0.387,5.8,0.209,0.621,0.364,0,0,0.208,0
248.9,0.717,62.8,7,0.429,0.893,3.2,0.992,0.698,0.375,0,1,0.135,0
182.4,0.531,76.4,1,0.563,0.675,3.8,0.297,0.481,0.869,1,0,0.415,1
253.8,0.355,89.2,4,0.702,0.544,1.9,0.388,0.5,0.676,1,0,0.536,0
152.6,0.479,68.6,5,0.21,0.754,8.0,0.331,0.604,0.669,1,1,0.159,0
234.3,0.613,77.6,4,0.976,0.206,5.9,0.564,0.156,0.746,0,1,0.817,1
216.5,0.134,71.8,3,0.555,0.779,7.2,0.417,0.337,0.863,1,1,0.736,1
184.7,0.4,59.4,7,0.279,0.536,4.7,0.559,0.389,0.616,1,0,0.098,0
290.6,0.628,73.4,6,0.604,0.819,1.2,0.723,0.333,0.884,1,2,0.597,1
397.6,0.574,72.1,3,0.153,0.654,3.3,0.629,0.77,0.424,1,0,0.399,0
142.7,0.333,82.9,4,0.224,0.788,6.1,0.912,0.455,0.769,1,2,0.253,0
176.7,0.608,58.6,4,0.616,0.729,11.5,0.11,0.798,0.736,1,0,0.333,0
162.5,0.369,92.4,3,0.254,0.693,12.0,0.18,0.328,0.85,1,2,0.344,1
381.7,0.507,69.9,4,0.44,0.323,2.3,0.617,0.204,0.934,1,1,0.655,0
295.9,0.696,74.1,3,0.757,0.43,4.0,0.654,0.482,0.742,1,1,0.527,0
0.0,0.447,51.6,6,0.645,0.548,2.8,0.522,0.114,0.747,0,0,0.273,1
6.3,0.7,79.9,10,0.518,0.85,1.0,0.86,0.285,0.766,1,2,0.46,1
158.7,0.148,61.6,4,0.357,0.952,7.9,0.25,0.501,0.927,1,0,0.885,0
190.3,0.559,71.7,4,0.103,0.322,2.5,0.956,0.411,0.219,0,1,0.145,0
216.3,0.547,75.9,4,0.251,0.896,7.7,0.196,0.388,0.782,1,2,0.526,1
221.6,0.593,61.9,0,0.33,0.328,9.1,0.358,0.161,0.573,1,2,0.233,1
200.7,0.76,43.1,3,0.586,0.915,2.3,0.592,0.835,0.815,1,2,0.663,0
318.7,0.082,96.7,6,0.141,0.719,3.5,0.169,0.87,0.81,1,0,0.277,0
249.9,0.641,51.7,2,0.856,0.658,4.9,0.629,0.959,0.671,1,2,0.241,0
173.5,0.756,70.3,2,0.256,0.702,5.8,0.519,0.503,0.789,1,2,0.21,1
291.0,0.43,56.3,4,0.098,0.603,5.8,0.721,0.643,0.725,1,0,0.215,0
68.6,0.757,89.7,1,0.437,0.832,2.9,0.294,0.583,0.756,0,0,0.921,1
155.6,0.46,61.2,2,0.477,0.397,2.2,0.741,0.442,0.684,1,2,0.285,0
265.1,0.255,64.5,2,0.835,0.733,4.7,0.747,0.47,0.756,1,0,0.94,1
286.2,0.79,80.3,5,0.404,0.813,9.0,0.155,0.756,0.461,1,1,0.501,0
31.3,0.422,54.2,9,0.431,0.863,3.8,0.764,0.647,0.576,0,0,0.429,1
191.4,0.686,66.2,4,0.073,0.747,3.0,0.868,0.74,0.852,1,0,0.558,0
209.1,0.783,76.2,7,0.563,0.777,12.0,0.673,0.53,0.691,0,2,0.193,0
272.5,0.724,93.1,5,0.358,0.837,2.2,0.768,0.476,0.935,1,0,0.449,0
380.5,0.705,61.5,1,0.446,0.879,4.3,0.682,0.427,0.793,1,2,0.873,0
303.8,0.612,63.4,4,0.332,0.885,9.1,0.341,0.511,0.744,1,2,0.6,0
213.3,0.471,76.9,5,0.637,0.538,4.9,0.865,0.398,0.828,1,0,0.371,1
239.2,0.668,38.5,3,0.264,0.561,11.3,0.149,0.801,0.524,1,0,0.218,1
197.9,0.205,91.0,7,0.469,0.697,3.1,0.566,0.429,0.562,1,2,0.667,0
236.1,0.327,58.0,6,0.14,0.586,9.0,0.556,0.482,0.333,0,1,0.64,0
252.4,0.515,60.4,5,0.325,0.677,6.8,0.613,0.899,0.576,0,0,0.295,0
245.0,0.583,78.7,2,0.278,0.882,6.7,0.682,0.664,0.893,1,2,0.713,1
259.8,0.761,72.7,5,0.328,0.819,2.8,0.521,0.559,0.716,1,0,0.541,0
325.7,0.47,58.5,4,0.639,0.82,4.9,0.658,0.472,0.947,0,0,0.561,0
328.3,0.677,99.1,6,0.284,0.751,3.7,0.452,0.234,0.967,1,2,0.674,0
385.7,0.629,38.9,5,0.617,0.803,3.7,0.602,0.244,0.704,0,0,0.722,0
476.1,0.639,56.3,6,0.236,0.799,5.6,0.686,0.254,0.845,1,1,0.607,0
327.3,0.889,66.1,3,0.328,0.524,3.5,0.583,0.714,0.787,1,2,0.832,0
199.3,0.936,61.7,4,0.412,0.673,1.9,0.286,0.179,0.679,1,1,0.736,0
276.3,0.551,89.1,3,0.227,0.644,0.9,0.714,0.847,0.589,1,1,0.357,1
271.6,0.583,48.8,4,0.259,0.663,2.7,0.846,0.832,0.927,1,1,0.501,0
317.5,0.837,96.8,6,0.281,0.355,6.0,0.738,0.808,0.661,1,0,0.681,0
329.5,0.741,62.6,1,0.631,0.801,7.4,0.69,0.792,0.063,1,1,0.299,0
34.7,0.574,52.9,6,0.283,0.706,7.3,0.678,0.399,0.724,0,2,0.631,1
386.5,0.499,42.6,2,0.541,0.845,1.6,0.531,0.424,0.839,1,0,0.518,1
423.5,0.867,69.0,6,0.637,0.73,3.4,0.379,0.143,0.788,1,2,0.423,0
312.5,0.253,65.2,9,0.538,1.0,1.6,0.249,0.189,0.855,1,1,0.724,1
230.1,0.679,69.8,4,0.511,0.58,4.6,0.618,0.923,0.709,1,1,0.072,0
138.4,0.652,60.2,4,0.217,0.539,5.0,0.196,0.328,0.705,1,0,0.173,0
220.7,0.398,85.4,3,0.661,0.725,7.0,0.168,0.764,0.918,1,1,0.553,1
241.8,0.325,64.5,6,0.315,0.729,7.3,0.318,0.631,0.847,1,0,0.319,1
319.7,0.219,69.1,3,0.199,0.272,3.5,0.697,0.646,0.93,1,0,0.854,0
329.3,0.4,88.6,3,0.201,0.911,1.0,0.702,0.612,0.728,1,2,0.717,0
233.9,0.229,69.7,4,0.588,0.797,3.8,0.156,0.352,0.749,1,0,0.13,0
318.8,0.211,82.8,1,0.262,0.552,3.4,0.494,0.636,0.579,0,1,0.588,0
251.5,0.52,82.6,3,0.536,0.795,13.0,0.424,0.456,0.452,1,1,0.155,1
107.3,0.535,67.9,4,0.445,0.462,5.4,0.775,0.778,0.87,0,0,0.555,0
311.5,0.825,72.5,7,0.295,0.692,2.1,0.367,0.863,0.599,1,0,0.379,1
424.4,0.486,83.8,1,0.197,0.509,1.9,0.842,0.301,0.77,1,1,0.4,0
217.1,0.818,37.7,2,0.677,0.681,3.9,0.177,0.657,0.9,1,1,0.477,1
414.9,0.544,73.6,0,0.376,0.777,2.6,0.614,0.318,0.913,1,2,0.779,1
149.1,0.747,71.9,6,0.416,0.908,2.1,0.711,0.685,0.88,1,2,0.935,1
246.7,0.694,80.2,5,0.665,0.759,2.6,0.733,0.785,0.867,1,0,0.806,0
179.5,0.42,63.8,2,0.36,0.756,3.4,0.603,0.751,0.248,0,0,0.777,0
371.7,0.581,87.3,6,0.353,0.454,8.3,0.243,0.498,0.744,1,0,0.652,0
400.5,0.37,61.7,3,0.5,0.934,7.0,0.762,0.323,0.821,1,1,0.473,0
239.1,0.092,68.6,3,0.475,0.515,6.0,0.676,0.409,0.917,1,0,0.692,1
378.8,0.346,65.7,3,0.553,0.944,7.3,0.8,0.519,0.952,1,0,0.813,0
401.6,0.547,89.2,3,0.239,0.576,5.9,0.154,0.372,0.941,1,2,0.666,0
216.4,0.836,42.8,4,0.652,0.967,8.0,0.24,0.593,0.834,0,2,0.496,0
234.3,0.49,97.0,3,0.524,0.664,2.2,0.688,0.017,0.451,0,2,0.565,0
330.7,0.768,95.6,4,0.437,0.765,1.5,0.492,0.608,0.489,1,0,0.684,0
127.3,0.582,64.1,8,0.644,0.404,4.7,0.57,0.444,0.82,0,1,0.343,0
177.1,0.507,80.9,5,0.171,0.712,8.2,0.449,0.528,0.75,1,1,0.291,1
485.7,0.506,76.8,6,0.067,0.994,4.3,0.787,0.855,0.939,1,0,0.707,0
195.0,0.764,98.1,3,0.035,0.612,2.3,0.823,0.348,0.921,1,1,0.701,0
258.9,0.472,79.8,2,0.594,0.849,7.5,0.398,0.924,0.806,1,1,0.083,0
307.6,0.291,100.0,2,0.203,0.985,4.8,0.027,0.906,0.84,1,1,0.782,0
202.0,0.913,50.1,5,0.039,0.923,2.9,0.543,0.538,0.671,0,2,0.42,0
274.4,0.26,77.7,3,0.465,0.795,2.9,0.161,0.411,0.96,1,2,0.718,1
412.8,0.328,47.9,9,0.812,0.323,0.8,0.685,0.135,0.943,0,1,0.418,0
280.9,0.661,64.7,2,0.555,0.649,1.5,0.34,0.72,0.504,1,2,0.6,1
298.1,0.426,100.0,4,0.286,0.224,1.3,0.797,0.744,0.949,1,2,0.657,0
396.1,0.871,78.6,0,0.037,0.773,1.2,0.695,0.836,0.72,1,1,0.507,0
188.2,0.645,85.8,6,0.537,0.313,6.5,0.687,0.702,0.795,0,0,0.652,1
49.8,0.409,73.7,9,0.238,0.283,2.1,0.65,0.217,0.791,0,2,0.231,1
414.5,0.679,78.3,5,0.062,0.531,0.5,0.566,0.307,0.744,1,2,0.379,0
235.0,0.181,64.7,5,0.309,0.919,14.0,0.47,0.456,0.714,1,2,0.446,1
318.3,0.967,62.1,3,0.528,0.597,3.1,0.528,0.635,0.905,1,0,0.395,1
136.1,0.651,64.3,3,0.728,0.302,1.6,0.098,0.361,0.68,0,1,0.447,0
292.7,0.219,36.8,7,0.351,0.744,14.7,0.451,0.455,0.638,0,2,0.853,0
44.3,0.644,65.4,1,0.516,0.899,3.6,0.498,0.689,0.636,0,1,0.193,0
257.0,0.536,78.4,5,0.213,0.804,6.8,0.505,0.654,0.842,1,2,0.729,0
148.7,0.43,63.3,5,0.699,0.885,3.2,0.422,0.573,0.816,0,0,0.536,1
123.5,0.221,70.2,1,0.603,0.983,1.1,0.661,0.615,0.632,0,0,0.555,0
216.7,0.137,82.4,2,0.834,0.909,0.3,0.595,0.92,0.702,1,2,0.801,0
0.0,0.292,84.4,4,0.141,0.918,3.5,0.524,0.82,0.801,0,1,0.544,0
122.4,0.388,58.2,4,0.18,0.807,2.0,0.177,0.341,0.698,0,1,0.732,0
336.1,0.425,63.9,3,0.421,0.524,3.5,0.248,0.637,0.793,1,1,0.809,1
258.2,0.488,82.5,6,0.545,0.882,6.9,0.534,0.834,0.921,0,1,0.431,0
101.8,0.778,80.2,4,0.52,0.862,5.0,0.281,0.722,0.584,1,2,0.567,0
225.3,0.291,85.3,4,0.909,0.673,10.4,0.639,0.785,0.433,1,0,0.182,0
68.4,0.546,84.7,4,0.382,0.844,2.6,0.391,0.595,0.63,1,2,0.297,1
299.4,0.225,100.0,5,0.419,0.984,3.3,0.823,0.582,0.678,1,2,0.348,1
237.3,0.593,70.9,1,0.112,0.733,11.8,0.35,0.625,0.969,1,1,0.699,1
129.2,0.411,88.6,1,0.361,0.657,2.4,0.192,0.852,0.561,1,1,0.199,0
210.0,0.241,59.1,5,0.347,0.458,2.3,0.692,0.607,0.613,1,0,0.646,0
531.5,0.379,100.0,3,0.182,0.881,3.8,0.321,0.795,0.769,1,2,0.805,1
136.5,0.788,78.4,2,0.505,0.685,0.3,0.505,0.12,0.625,1,1,0.401,1
189.9,0.695,74.1,5,0.665,0.835,9.3,0.438,0.489,0.337,1,0,0.314,0
306.0,0.48,85.9,2,0.663,0.822,12.8,0.365,0.168,0.786,1,1,0.591,1
114.1,0.276,53.0,6,0.16,0.734,3.2,0.287,0.365,0.89,1,2,0.586,0
44.6,0.722,57.0,6,0.56,0.944,4.6,0.459,0.328,0.832,0,0,0.505,0
183.9,0.503,76.6,2,0.29,0.976,3.3,0.623,0.429,0.658,1,0,0.69,1
333.5,0.812,79.8,4,0.473,0.958,6.3,0.062,0.184,0.734,1,2,0.76,0
182.4,0.529,100.0,3,0.214,0.78,4.4,0.37,0.513,0.709,1,0,0.464,1
139.6,0.133,53.2,4,0.383,0.288,13.3,0.861,0.865,0.603,0,2,0.185,0
320.2,0.495,93.6,4,0.291,0.952,3.9,0.899,0.822,0.799,1,2,0.409,1
76.3,0.319,62.8,2,0.325,0.795,8.7,0.225,0.399,0.503,1,2,0.317,0
240.2,0.672,71.1,9,0.842,0.818,4.1,0.853,0.484,0.734,1,2,0.754,1
0.0,0.061,64.2,3,0.283,0.829,3.0,0.389,0.645,0.295,0,0,0.257,1
255.3,0.754,67.7,3,0.306,0.579,7.5,0.519,0.718,0.918,1,0,0.615,0
245.2,0.627,78.8,4,0.341,0.618,1.2,0.157,0.663,0.785,1,1,0.608,0
252.5,0.588,61.0,3,0.114,0.698,7.4,0.488,0.863,0.717,1,1,0.248,0
124.0,0.036,55.3,3,0.316,0.824,3.8,0.8,0.315,0.895,0,2,0.844,0
228.9,0.727,71.3,1,0.426,0.939,3.7,0.509,0.476,0.791,1,2,0.745,1
79.4,0.523,78.4,5,0.354,0.654,7.2,0.424,0.807,0.794,1,1,0.547,0
192.9,0.469,52.4,2,0.772,0.682,8.4,0.196,0.048,0.358,0,2,0.605,1
383.0,0.62,80.1,11,0.586,0.856,5.9,0.346,0.787,0.796,1,1,0.382,0
184.7,0.475,88.5,3,0.239,0.259,9.6,0.865,0.601,0.853,1,1,0.569,0
14.7,0.517,87.2,0,0.578,0.621,4.6,0.826,0.528,0.632,0,1,0.168,1
145.2,0.773,76.7,1,0.065,0.716,3.2,0.601,0.887,0.44,1,1,0.647,0
0.0,0.296,41.2,5,0.178,0.717,2.4,0.214,0.428,0.383,0,0,0.316,0
107.5,0.643,84.1,5,0.437,0.821,3.2,0.649,0.71,0.564,1,2,0.821,0
238.8,0.895,80.0,4,0.687,0.735,4.2,0.153,0.489,0.726,1,1,0.32,0
60.9,0.667,62.2,3,0.12,0.611,3.9,0.052,0.215,0.807,0,2,0.455,0
254.4,0.536,71.0,3,0.279,0.359,4.4,0.276,0.867,0.842,1,1,0.662,1
222.8,0.835,78.8,5,0.143,0.56,4.2,0.329,0.253,0.869,1,2,0.513,0
161.5,0.634,97.0,3,0.36,0.868,2.6,0.51,0.137,0.942,1,2,0.534,1
190.0,0.683,62.9,1,0.415,0.653,5.7,0.252,0.635,0.817,1,1,0.243,0
116.9,0.529,84.5,2,0.611,0.904,4.3,0.357,0.673,0.86,1,1,0.487,0
312.5,0.36,76.4,4,0.469,0.812,7.6,0.611,0.308,0.367,1,0,0.51,0
143.2,0.534,74.8,5,0.171,0.698,1.3,0.533,0.632,0.816,1,2,0.481,0
207.5,0.829,93.6,3,0.557,0.751,2.9,1.0,0.467,0.512,1,2,0.74,1
109.4,0.501,54.9,4,0.05,0.656,3.6,0.37,0.172,0.394,0,2,0.304,0
295.8,0.594,75.2,5,0.16,0.445,7.8,0.671,0.729,0.643,1,2,0.464,0
224.9,0.472,66.9,6,0.571,0.694,2.3,0.491,0.448,0.78,1,2,0.137,0
0.0,0.642,50.9,4,0.142,0.86,8.2,0.697,0.432,0.645,0,2,0.397,0
193.0,0.727,83.8,3,0.6,0.679,3.2,0.428,0.524,0.593,0,1,0.12,0
28.1,0.538,83.6,5,0.369,0.884,8.5,0.194,0.496,0.462,1,0,0.331,0
212.5,0.354,75.5,9,0.181,0.252,2.2,0.567,0.319,0.873,1,0,0.824,0
238.1,0.89,71.3,4,0.55,0.944,5.9,0.645,0.235,0.568,1,0,0.697,0
211.3,0.253,75.0,7,0.701,0.727,2.1,0.324,0.16,0.397,0,1,0.767,1
275.1,0.684,81.9,5,0.895,0.649,4.8,0.477,0.819,0.769,1,2,0.429,1
299.2,0.949,72.7,4,0.392,0.484,4.6,0.264,0.626,0.81,1,1,0.517,0
164.9,0.348,65.7,6,0.842,0.821,2.4,0.655,0.678,0.723,1,0,0.797,0
130.9,0.562,64.8,4,0.71,0.92,3.8,0.648,0.71,0.86,0,0,0.419,1
216.0,0.479,71.8,4,0.311,0.833,2.7,0.861,0.605,0.69,1,2,0.539,0
0.0,0.364,53.4,6,0.094,0.668,3.4,0.551,0.306,0.618,0,2,0.315,0
167.5,0.239,76.7,3,0.055,0.895,17.1,0.184,0.718,0.806,1,1,0.662,0
368.3,0.136,60.9,5,0.371,0.671,0.3,0.237,0.715,0.814,1,2,0.427,0
54.3,0.586,58.6,5,0.363,0.864,5.1,0.665,0.733,0.866,1,2,0.663,0
127.6,0.501,100.0,6,0.172,0.68,4.5,0.76,0.28,0.623,1,2,0.311,0
184.8,0.554,100.0,4,0.151,0.868,2.9,0.681,0.623,0.627,1,2,0.741,0
385.6,0.193,68.5,8,0.137,0.658,4.6,0.792,0.809,0.62,1,1,0.288,0
105.8,0.484,78.4,4,0.292,0.741,6.0,0.362,0.222,0.335,0,1,0.097,0
167.2,0.316,86.3,7,0.772,0.75,12.6,0.479,0.708,0.893,1,1,0.391,0
136.6,0.048,73.9,2,0.452,0.853,5.0,0.564,0.585,0.892,0,0,0.741,0
221.0,0.474,76.0,6,0.122,0.914,2.6,0.324,0.457,0.954,1,1,0.35,0
249.7,0.546,68.3,1,0.339,0.868,2.7,0.421,0.777,0.692,1,1,0.535,1
122.6,0.725,89.6,1,0.534,0.751,1.0,0.403,0.634,0.733,1,1,0.36,1
358.8,0.444,92.8,6,0.306,0.534,2.2,0.138,0.489,0.949,1,1,0.692,0
279.8,0.649,96.9,3,0.72,0.801,5.0,0.508,0.638,0.677,1,1,0.798,0
313.7,0.588,75.7,4,0.089,0.372,5.9,0.232,0.23,0.8,1,1,0.479,0
128.9,0.643,96.8,6,0.421,0.379,16.3,0.603,0.0,0.508,0,0,0.241,1
246.8,0.261,70.9,6,0.479,0.943,5.4,0.678,0.289,0.688,1,1,0.454,0
226.6,0.895,100.0,2,0.035,0.857,2.9,0.059,0.476,0.837,1,1,0.744,0
325.3,0.37,60.0,2,0.74,0.717,5.6,0.502,0.493,0.703,0,2,0.229,1
232.8,0.196,53.8,3,0.242,0.803,8.0,0.073,0.782,0.697,0,1,0.526,0
221.0,0.458,100.0,7,0.547,0.35,6.7,0.364,0.19,0.74,0,1,0.46,0
114.6,0.69,75.7,8,0.556,0.665,4.5,0.583,0.542,0.55,1,0,0.05,0
108.2,0.542,73.8,7,0.525,0.486,4.5,0.617,0.408,0.276,0,0,0.269,0
246.1,0.564,67.0,6,0.399,0.543,8.7,0.84,0.322,0.725,0,1,0.373,1
340.2,0.193,63.2,6,0.256,0.586,3.3,0.483,0.5,0.666,1,1,0.76,0
144.7,0.696,61.5,4,0.66,0.957,2.2,0.904,0.238,0.797,0,1,0.543,0
233.9,0.135,73.9,5,0.615,0.791,6.0,0.831,0.464,0.727,1,1,0.476,0
270.3,0.062,72.9,7,0.455,0.403,7.6,0.867,0.811,0.529,1,2,0.682,0
204.4,0.064,39.3,4,0.315,0.639,3.8,0.46,0.397,0.769,0,0,0.165,1
32.2,0.17,95.7,5,0.368,0.791,8.1,0.297,0.736,0.688,0,0,0.38,1
118.3,0.534,66.1,2,0.71,0.869,11.0,0.361,0.554,0.445,0,0,0.463,1
99.8,0.58,92.3,5,0.186,0.446,6.5,0.441,0.299,0.812,1,0,0.703,1
223.6,0.149,62.1,4,0.348,0.768,0.8,0.707,0.318,0.821,1,2,0.372,0
120.9,0.722,74.2,4,0.654,0.868,3.8,0.853,0.327,0.868,0,0,0.429,0
165.4,0.209,85.6,2,0.244,0.366,9.5,0.687,0.593,0.972,0,1,0.477,0
88.6,0.217,83.7,4,0.07,0.715,7.8,0.447,0.863,0.864,1,0,0.494,0
205.6,0.942,71.2,2,0.306,0.779,0.2,0.36,0.51,0.826,1,2,0.751,0
96.3,0.35,79.1,2,0.086,0.598,4.9,0.868,0.46,0.507,1,2,0.615,0
303.4,0.614,81.5,3,0.127,0.345,5.2,0.387,0.857,0.881,1,0,0.426,0
302.7,0.571,72.9,4,0.329,0.787,7.8,0.746,0.362,0.811,0,0,0.756,1
181.5,0.717,50.9,3,0.243,0.86,3.5,0.793,0.919,0.684,1,0,0.184,0
